FLOOD_HEIGHT,RAINFALL,TMAX,TMIN,TMEAN,WIND_SPEED,WIND_DIRECTION,ELEVATION,SLOPE
0,0,34.4,22.3,28.4,2,130,16.459,1.61
0,0,32.2,25,28.6,1,360,1.41,2.22
0,0,34,22.8,28.4,1,40,0.845,1.125
0,0,32.6,21.8,27.2,2,160,32.955,1.462
0,0,33.2,24.4,28.8,1,360,27.284,2.283
0,0,32.7,25,28.9,1,130,40.171,0.911
0,0,30.5,21.2,25.9,1,160,32.975,1.109
0,0,28.3,21.3,24.8,2,20,10.532,1.351
0,0,33,21.5,27.2,2,350,11.654,4.189
0,0,29.8,22.3,26.1,2,40,10.189,1.051
0,0,35.5,24.9,30.2,1,320,16.051,1.293
0,0,34,25,29.5,1,140,8.094,2.673
0,0,31.6,21.2,26.4,1,290,20.856,2.389
0,0,34.5,24.5,29.5,1,40,40.966,0.854
0,0,31.6,25.5,28.6,1,270,40.877,0.82
0,0,30.5,20.3,25.4,1,360,15.419,1.03
0,0,32,23.9,28,1,40,10.236,3.266
0,0,32,18.2,25.1,1,140,57.434,2.594
0,0,31.9,24.2,28.05,1,140,64.938,4.856
0,0,30.9,23,26.95,1,360,49.863,2.323
0,0,30.1,26.6,28.4,2,270,57.434,2.594
0,0,30.3,22.8,26.6,1,40,42.195,1.908
0,0,33.2,23.5,28.4,1,10,38.499,5.949
0,0,33.7,22.7,28.2,1,140,41.973,35.199
0,0,35,23.9,29.5,1,220,15.558,0.435
0,0,32,22.5,27.3,1,270,16.96,0.842
0,0,32.4,24.5,28.4,1,100,44.279,1.261
0,0,33,19.7,26.4,1,320,36.957,1.935
0,0,32.8,23.7,28.2,1,40,22.785,0.886
0,0,33,24.6,28.8,1,290,44.427,1.48
0,0,33.5,25.2,29.4,1,320,6.39,1.709
0,0,34,22.5,28.25,2,290,6.276,4.433
0,0,31.8,24.6,28.2,1,320,7.825,3.985
0,0,32.6,23,27.8,1,160,7.034,9.66
0,0,34.1,24.4,29.3,1,140,6.041,1.329
0,0,31.1,20.5,25.8,1,40,22.538,2.969
0,0,31.2,21.2,26.2,1,60,19.679,3.442
0,0,36.6,25.6,31.1,1,180,11.143,3.232
0,0,33.5,20.5,27,2,140,1.693,4.193
0,0,29.7,24.8,27.2,1,10,0.981,0.796
0,0,33.6,22,27.8,1,40,36.47,4.068
0,0,35.4,26,30.7,2,120,39.312,5.347
0,0,30.8,22.1,26.45,1,360,1.37,1.043
0,0,29.9,21.3,25.6,1,60,36.946,0.552
0,0,34,22.8,28.4,1,40,13.422,2.361
0,0,33.3,24.7,29,2,40,4.768,2.165
0,0,33.5,25.8,29.7,1,270,39.635,0.201
0,0,32.8,27.2,30,2,320,5.155,2.873
0,0,34.7,23.2,29,1,180,54.853,10.56
0,0,30.7,22.5,26.6,2,360,41.067,0.81
0,0,33.3,22.2,27.8,1,120,6.403,3.741
0,0,36,26,31,1,360,45.468,1.97
0,0,30.8,22.9,26.9,1,40,66.997,7.209
0,0,32.4,21,26.7,2,110,44.571,0.517
0,0,31.8,21.9,26.9,2,20,48.601,0.569
0,0,33.8,23,28.4,1,20,70.702,7.098
0,0,32.8,23.5,28.15,1,40,3.765,1.151
0,0,34.8,23.8,29.3,2,130,40.937,0.669
0,0,32.7,24.4,28.6,1,30,33.925,2.023
0,0,33.4,24.7,29.1,1,160,37.007,2.647
0,0,35.3,25.3,30.3,1,220,37.007,2.647
0,0,31.2,24,27.6,1,220,19,6.823
0,0,30.2,20,25.1,2,290,40.911,1.331
0,0,31.4,21.9,26.6,1,220,30.849,9.154
0,0,30.6,21.8,26.2,1,90,41.973,35.199
0,0,34.9,25,30,2,340,33.691,1.33
0,0,31.7,23.7,27.7,1,90,31.778,10.387
0,0,27.8,19.7,23.8,1,340,3.144,36.625
0,0,29.8,20.7,25.3,1,320,4.831,0.377
0,0,32.1,24,28.1,2,220,4.789,9.821
0,0,31.4,21.6,26.5,1,40,31.671,3.176
0,0,30,22,26,1,290,8.096,1.862
0,0,31.9,23.6,27.8,1,140,5.804,1.138
0,0,30,24.7,27.4,1,180,26.186,0.858
0,0,31,21.2,26.1,2,110,44.735,1.1
0,0,30.3,23.2,26.75,1,360,15.92,2.927
0,0,31.5,20.8,26.2,1,110,3.511,1.135
0,0,32,26.4,29.2,2,360,4.258,1.175
0,0,29.7,24,26.9,1,140,32.705,0.988
0,0,34.7,24.2,29.45,2,80,9.047,5.245
0,0,35.1,22,28.6,1,90,2.799,1.005
0,0,28.4,16.9,22.6,2,360,33.114,2.775
0,0,35.6,24.9,30.3,1,40,32.78,1.163
0,0,32,22.3,27.1,2,90,33.381,0.737
0,0,35.2,24.2,29.7,2,180,33.229,4.136
0,0,35,21.4,28.2,1,340,3.144,36.625
0,0,35.6,24.5,30.1,1,110,4.195,1.616
0,0,35,25.4,30.2,1,140,44.798,2.264
0,0,34.5,23.5,29,2,90,16.799,2.875
0,0,30.8,19.8,25.3,1,140,16.935,2.957
0,0,34.2,26.8,30.5,1,230,57.753,2.893
0,0,33.6,23.9,28.8,1,110,26.425,1.228
0,0,34.4,28.1,31.2,2,140,15.547,1.243
0,0,34.8,25.6,30.2,1,200,15.547,1.243
0,0,34.3,21.4,27.9,1,160,16.799,2.875
0,0,32.9,24,28.5,1,140,42.629,0.19
0,0,34.6,23.6,29.1,1,180,41.973,35.199
0,0,28,21.2,24.6,1,360,33.079,0.341
0,0,32.8,24.2,28.5,1,20,34.643,5.681
0,0,33.8,24.5,29.1,1,90,8.234,0.811
0,0,34.6,24,29.3,1,320,6.339,1.521
0,0,30.5,19.5,25,1,40,33.305,0.348
0,0,30.6,24,27.3,1,80,32.766,1.636
0,0,33.9,23.2,28.6,1,360,4.345,1.075
0,0,31.6,23,27.3,2,120,3.228,1.327
0,0,34.6,21.7,28.2,2,90,40.581,2.487
0,0,36.6,26.2,31.4,1,160,15.534,1.09
0,0,31.1,22.8,27,2,360,5.789,1.717
0,0,33.2,23.2,28.2,1,30,20.742,2.323
0,0,32.6,24.5,28.6,2,90,0.469,0.709
0,0,31.5,21.2,26.4,2,100,33.127,1.186
0,0,31.8,22.8,27.3,1,250,-1,-1
0,0,32.7,24.8,28.8,1,340,57.222,1.306
0,0,30.8,23,26.9,1,280,56.624,1.39
0,0,27.5,18.7,23.1,1,90,15.86,4.688
0,0,34.2,24.8,29.5,1,290,4.64,6.679
0,0,35.5,26,30.8,1,140,49.166,1.086
0,0,30.3,24.2,27.2,1,90,38.737,7.599
0,0,35.9,26.8,31.4,1,110,31.766,0.544
0,0,32.6,22.5,27.6,1,140,17.57,1.357
0,0,32,25,28.5,1,340,15.092,4.508
0,0,32.5,24,28.3,1,20,15.94,1.535
0,0,30.7,22.2,26.5,1,360,14.933,3.533
0,0,32.3,20.1,26.2,1,140,29.174,1.489
0,0,31.5,24.6,28.05,2,20,40.285,1.734
0,0,33.4,24.5,29,1,320,8.948,0.161
0,0,30.9,23,26.9,1,120,40.258,1.641
0,0,35.3,24.6,30,2,140,58.997,2.794
0,0,34.3,22.1,28.2,1,140,4.789,2.05
0,0,36.1,25.5,30.8,3,160,3.258,3.463
0,0,33.6,24.6,29.1,1,360,4.015,4.781
0,0,29.1,24.7,26.9,2,290,1.543,0.925
0,0,34.9,26,30.45,4,70,3.176,5.828
0,0,32.8,26.4,29.6,2,90,0.932,0.646
0,0,32,25,28.5,2,20,0.927,2.27
0,0,33.1,26.8,29.95,2,340,1.53,0.6
0,0,30.4,23.9,27.15,2,250,2.302,1.218
0,0,32.3,24,28.15,3,140,2.598,1.509
0,0,32.5,25.5,29,3,220,0.952,4.319
0,0,32.8,24.5,28.6,1,70,1.912,1.535
0,0,28.5,21,24.75,2,250,8.372,1.727
0,0,33.7,25.5,29.6,3,140,9.427,1.132
0,0,29,23,26,2,110,3.463,4.039
0,0,31,24.5,27.75,1.875,250,0.917,1.62
0,0,35.2,26,30.6,3,140,1.843,1.557
0,0,33,25.5,29.3,3,320,2.851,5.625
0,0,31.5,24.4,27.9,3,250,0.686,0.095
0,0,30.7,23.7,27.2,3,110,0.792,0.324
0,0,31.5,25,28.3,3,250,0.755,1.07
0,0,32.8,25,28.9,3,20,0.833,1.091
0,0,29.5,23.3,26.4,2,250,0.814,1.093
0,0,33.5,25.8,29.6,3,220,2.836,0.331
0,0,30.5,25,27.8,2,70,2.18,1.017
0,0,29.3,23,26.15,5,270,1.321,1.031
0,0,32.2,24,28.1,3,70,2.553,1.433
0,0,32.8,27.5,30.1,3,250,0.41,1.966
0,0,29.5,22.8,26.15,3,360,1.044,1.053
0,0,32.3,24.2,28.25,3,250,0.601,0.421
0,0,33,24.2,28.6,2,320,0.826,0.943
0,0,32.5,26.3,29.4,1,270,0.849,0.448
0,0,32.5,26.2,29.3,3,70,3.12,0.399
0,0,31.8,25,28.4,6,250,0.945,2.567
0,0,30.5,25.3,27.9,2,40,0.991,5.413
0,0,31.3,26.5,28.9,2,250,0.227,3.651
0,0,30.8,25.6,28.2,3,200,0.828,0.536
0,0,31.2,25.6,28.4,3,290,-0.17,0.476
0,0,28.1,19.6,23.85,4,40,2.254,0.918
0,0,29.3,22.8,26.1,2,220,2.102,0.555
0,0,32.2,24,28.1,3,70,0.3,1.476
0,0,28.2,22.3,25.3,3,250,1.67,0.598
0,0,36,27.5,31.8,4,140,-1,-1
0,0,30.1,25.4,27.7,2,290,1.728,0.395
0,0,30.8,24,27.4,2,70,2.318,0.716
0,0,33.3,25.5,29.4,2,110,2.587,0.786
0,0,35.1,26.5,30.8,2,270,2.376,1.737
0,0,34.8,26,30.4,3,160,2.84,1.183
0,0,32,24,28,3,40,2.083,1.519
0,0,31.8,27.6,29.7,6,220,2.292,1.716
0,0,35,27.2,31.1,3,270,6.806,1.031
0,0,29,22.2,25.6,2,90,4.407,3.308
0,0,32.2,25,28.6,2,140,6.42,1.743
0,0,32.5,26,29.3,3,250,2.684,1.4
0,0,30.2,25.3,27.75,3,250,2.816,4.474
0,0,28.7,21.5,25.1,2,270,2.796,1.131
0,0,29,21,25,2,250,3.243,1.852
0,0,32.3,25.6,29,2,220,1.728,0.395
0,0,31.6,24.2,27.9,3,250,1.943,0.672
0,0,33.4,27.8,30.6,2,160,2.84,1.183
0,0,33.5,27.2,30.35,4,250,1.377,2.618
0,0,32,24,28,2,90,4.189,1.667
0,0,33.3,26,29.6,2,40,1.231,2.525
0,0,32,26,29,3,250,1.052,0.585
0,0,32.3,26.5,29.4,3,250,1.212,0.343
0,0,31,24.8,27.9,3,40,3.422,0.938
0,0,32.5,26,29.25,2,250,3.716,11.131
0,0,32.5,24.5,28.5,3,90,1.748,0.933
0,0,32.5,26.5,29.5,4,250,3.692,9.292
0,0,35,26.2,30.6,2,270,-1,-1
0,0,32.5,24.5,28.5,2,250,2.552,1.432
0,0,35.6,27,31.2,4,110,2.221,2.225
0,0,30.7,22.5,26.6,2,110,2.402,5.451
0,0,31.5,24.5,28,2,250,2.402,5.451
0,0,31.9,25.3,28.6,2,250,4.822,0.834
0,0,36.3,27,31.6,3,110,3.117,1.193
0,0,33,25.6,29.3,2,270,4.673,0.557
0,0,31.2,25.4,28.3,2,290,2.758,3.238
0,0,32.8,24.6,28.7,3,160,2.28,0.441
0,0,32,26.5,29.3,4,250,-0.021,2.073
0,0,29.1,21.8,25.45,2,250,0.657,0.14
0,0,31.7,27,29.4,4,220,1.04,1.202
0,0,32.6,26.2,29.4,3,90,-0.121,0.805
0,0,33.7,25.3,29.5,3,250,-0.242,3.871
0,0,33.5,27,30.3,2,250,-0.094,3.172
0,0,36.3,27.7,32,4,110,2.414,0.401
0,0,34.8,26,30.4,2,290,0.592,20.178
0,0,35.1,26.7,30.9,1.285714286,140,2.041,0.741
0,0,34.6,26,30.3,2,250,0.592,20.178
0,0,36,27,31.5,3,270,1.98,1.279
0,0,35.6,27.3,31.5,3,160,0.592,20.178
0,0,32.5,25,28.8,2,40,0.592,20.178
0,0,31.8,24.5,28.15,3,40,1.133,3.52
0,0,30.7,24.3,27.5,2,20,1.373,1.413
0,0,32.7,25.5,29.1,2,160,1.035,0.291
0,0,32.5,26,29.3,4,250,0.846,2.187
0,0,32.3,23.9,28.1,2,160,0.874,1.394
0,0,34.2,25.2,29.7,3,250,3.974,0.761
0,0,30.4,23.3,26.85,2,250,12.141,0.687
0,0,33,25.5,29.25,2,70,0.751,1.645
0,0,31.6,25,28.3,3,110,1.406,2.577
0,0,29.2,22.6,25.9,2,250,1.489,0.641
0,0,34,26.3,30.15,3,140,1.468,3.485
0,0,35,27.5,31.25,2,270,2.018,0.794
0,0,32.3,23.5,27.9,2,220,2.342,4.804
0,0,33.8,28,30.9,3,250,2.817,5.548
0,0,31.6,24.5,28,3,40,2.493,2.78
0,0,33,24,28.5,3,70,12.606,0.416
0,0,37,28,32.5,3,270,1.721,0.568
0,0,31.8,23.35,27.575,3,140,2.625,6.667
0,0,30.2,26.8,28.5,2,110,2.203,1.491
0,0,32.5,26,29.3,2,270,2.709,0.816
0,0,33,25.3,29.15,3,140,-0.22,0.962
0,0,36.1,27.8,31.95,1,250,-0.131,1.253
0,0,34,27,30.5,3,220,0.834,1.042
0,0,33.2,27.6,30.4,4,220,2.261,1.028
0,0,36.8,27,31.9,3,200,2.643,0.711
0,0,31,25.3,28.2,3,250,2.41,0.491
0,0,31.4,22.9,27.1,2,110,2.103,2.761
0,0,32.8,25.4,29.1,3,340,2.29,0.444
0,0,35.9,28.2,32.05,2,160,2.797,0.516
0,0,30.8,24.4,27.6,2,250,1.649,1.811
0,0,32.4,26.3,29.35,3,250,1.125,1.81
0,0,30.8,25.8,28.3,2,250,0.953,2.652
0,0,30.5,26,28.2,3,320,3.081,0.814
0,0,34.6,26.8,30.7,3,270,0.773,1.864
0,0,31,25,28,2,20,-0.482,8.807
0,0,29.5,24.6,27.05,3,20,3.234,0.466
0,0,29.7,23.7,26.7,2,360,3.156,5.022
0,0,34,26,30,3,110,2.144,3.204
0,0,29.9,25.4,27.65,2,360,2.596,0.499
0,0,32.2,25,28.6,2,90,2.48,1.917
0,0,28.3,22,25.15,2.375,340,2.333,1.569
0,0,35.3,27.5,31.4,3,140,1.154,0.335
0,0,33.7,25.5,29.6,3,70,0.775,3.485
0,0,31,24.3,27.7,3,360,0.754,1.169
0,0,32,23.8,27.9,4,40,1.514,1.086
0,0,31.5,24,27.75,2.875,340,1.343,1.878
0,0,32,26,29,3,270,-1.684,3.191
0,0,31.4,23.4,27.4,1,110,3.429,5.947
0,0,32.8,26.8,29.8,3,270,3.26,0.456
0,0,36,27,31.5,3,270,3.033,3.766
0,0,32.5,23.5,28,3,110,3.236,0.979
0,0,29,24.7,26.85,2,270,1.319,0.673
0,0,30.4,25.5,27.95,3,20,3.429,1.34
0,0,31.5,26,28.8,3,140,1.399,1.758
0,0,32.3,25.5,28.9,2,250,1.562,2.812
0,0,33.1,27,30.1,2,180,1.139,1.903
0,0,34,27,30.5,2,140,0.756,0.811
0,0,31.9,25.3,28.6,2,40,0.984,1.25
0,0,34,25,29.5,3,160,1.448,3.54
0,0,34,27.5,30.75,4,250,0.522,1.252
0,0,31.5,25.5,28.5,2,250,0.367,2.843
0,0,36,27,31.5,3,270,3.598,7.72
0,0,30.6,24.2,27.4,2,160,0.698,1.625
0,0,31,25.6,28.3,2,180,0.698,1.625
0,0,31.5,26.2,28.9,3,220,1.118,1.12
0,0,33.5,27.5,30.5,3,250,1.118,1.12
0,0,32,24.5,28.3,2,70,1.165,4.973
0,0,31.6,24,27.8,3,270,1.043,3.848
0,0,34.6,25.5,30.1,3,140,1.15,2.719
0,0,30.8,26.3,28.6,3,270,0.752,2.219
0,0,32,25,28.5,3,290,-0.708,1.531
0,0,33.7,27.2,30.5,3,220,-3.671,3.485
0,0,28.4,22.7,25.55,3,250,0.961,1.116
0,0,30.2,23.5,26.9,2,20,1.148,0.801
0,0,34.3,26.3,30.3,4,140,1.109,2.303
0,0,32,24.5,28.25,2,290,1.487,2.285
0,0,35,27.3,31.15,2.125,110,1.157,3.974
0,0,33.4,27.8,30.6,3,250,3.211,0.325
0,0,30.5,22.8,26.7,3,320,0.797,1.215
0,0,32,28,30,4,290,1.459,3.892
0,0,34.7,27.8,31.2,1,290,1.676,0.349
0,0,30.9,25.5,28.2,2,180,1.121,1.041
0,0,31,26.2,28.6,3,250,1.572,2.065
0,0,33,26.5,29.8,5,250,1.572,2.065
0,0,32.5,23.7,28.1,3,160,1.19,1.46
0,0,30.9,25.4,28.2,2,40,1.118,1.102
0,0,34.4,27.3,30.85,3,40,2.173,0.526
0,0,35.1,27,31.05,2,250,10.79,0.915
0,0,31.8,22.8,27.3,2,90,2.355,4.888
0,0,29.5,23,26.25,2,90,2.447,1.362
0,0,30,25.8,27.9,2,200,-0.289,0.446
0,0,32.2,25.6,28.9,2,250,0.616,0.4
0,0,35,26,30.5,2,110,3.355,0.999
0,0,28.5,22,25.3,2,90,4.413,1.147
0,0,33,26.8,29.9,3,290,0.932,1.257
0,0,24.4,26.5,25.45,3,160,0.87,0.912
0,0,31.2,25.4,28.3,3,220,1.136,1.788
0,0,31.2,25,28.1,2,250,0.987,1.688
0,0,35.5,26.5,31,2,140,0.955,1.362
0,0,33,23.5,28.25,3,160,1.853,5.323
0,0,31.2,23,27.1,2,290,1.619,2.149
0,0,33.6,26,29.8,3,160,1.547,2.772
0,0,31.5,26.5,29,3,200,0.754,1.201
0,0,34.9,27.6,31.25,2,90,1.349,0.559
0,0,29.8,22,25.9,2,140,0.969,0.786
0,0,36.2,27.5,31.8,3,250,0.765,1.775
0,0,33,25.2,29.1,2,250,1.607,0.514
0,0,30.2,21,25.6,3,110,1.566,0.025
0,0,32.3,25.5,28.9,2,250,1.285,2.667
0,0,32.5,25.4,28.9,3,20,2.561,0.194
0,0,35.2,27,31.1,3,160,1.601,1.988
0,0,31.3,25,28.15,2,250,1.608,1.569
0,0,35.5,28,31.75,3,140,1.052,3.868
0,0,34.6,26.7,30.6,2,90,1.224,3.528
0,0,31.5,26.7,29.1,4,200,-1,-1
0,0,29.5,24.4,26.95,2,40,0.867,0.529
0,0,30.6,25.5,28.05,3,220,0.776,0.201
0,0,33.3,25.8,29.55,3,250,0.753,0.311
0,0,32.6,26,29.3,3,250,1.238,1.313
0,0,30.8,26.2,28.5,4,250,1.033,0.713
0,0,28.5,21.6,25,2,250,0.946,0.374
0,0,36,26.5,31.3,3,110,1.035,3.137
0,0,28,22,25,2,320,1.035,3.137
0,0,34,26.5,30.3,3,250,1.298,4.088
0,0,35,26.5,30.8,2,250,1.125,4.558
0,0,34.6,25.8,30.2,3,160,1.311,6.943
0,0,33.5,24,28.75,3,110,0.846,4.635
0,0,30.7,26,28.4,2,320,1.14,1.697
0,0,33.5,25,29.25,3,140,0.662,0.757
0,0,32.3,25.5,28.9,3,140,2.052,4.828
0,0,31.8,25.3,28.6,3,70,2.228,0.765
0,0,31.7,26,28.9,4,250,2.97,3.353
0,0,33,25,29,4,110,1.137,3.639
0,0,29,24,26.5,2,40,1.162,0.268
0,0,29,22.2,25.6,3,340,-0.06,0.689
0,0,32,26.5,29.3,4,250,1.451,0.665
0,0,34,25.5,29.8,3,110,1.368,0.092
0,0,34,26.4,30.2,2,220,2.526,1.083
0,0,33,26.8,29.9,3,270,2.534,0.651
0,0,36,28,32,3,160,-1,-1
0,0,32.8,25.2,29,2,160,1.043,0.961
0,0,34,27,30.5,3,90,1.69,1.485
0,0,30.5,24,27.3,4,90,1.746,0.772
0,0,33.7,27.4,30.6,1,220,-0.007,2.474
0,0,31.8,26,28.9,3,250,0.605,0.487
0,0,32,25.5,28.8,2,20,0.186,0.306
0,0,32.4,25.8,29.1,2,250,0.293,2.94
0,0,29.6,24,26.8,2,140,1.712,2.76
0,0,32,26,29,4,250,2.2,1.097
0,0,29.4,25.8,27.6,3,220,1.48,1.25
0,0,31.4,25,28.2,3,20,1.799,4.384
0,0,28,24,26,2,250,0.991,1.078
0,0,29,23.5,26.2,2,140,1.041,2.83
0,0,31.6,22.7,27.2,3,290,2.168,0.91
0,0,33.6,26,29.8,3.125,70,1.034,3.3
0,0,36,27.5,31.75,3,250,1.07,1.878
0,0,30.7,26,28.4,1,90,0.559,1.584
0,0,32.1,23,27.55,4,140,0.076,0.999
0,0,33.2,26.5,29.9,2,270,0.221,1.01
0,0,29.7,23.4,26.5,2,70,0.232,0.079
0,0,33.2,25.5,29.35,3,250,0.525,0.872
0,0,31.4,25.4,28.4,3,220,0.198,5.241
